YEAR,MO,DY,PS,WS10M,WS50M,RH2M,QV2M,TS,T2M,T2M_MAX,T2M_MIN,WS2M,PRECTOTCORR
2004,12,19,100.73,2.08,3.69,91.75,19.29,26.13,26.09,28.92,24.15,1.11,5.32
2004,12,20,100.77,2.1,3.66,93.25,18.8,25.37,25.36,27.43,23.86,1.12,10.74
2004,12,21,100.76,2.07,3.53,90.06,18.19,25.6,25.46,28.72,23.22,1.12,4.25
2004,12,22,100.68,2.25,3.87,89.62,18.55,26.02,25.89,29.73,23.44,1.21,5.37
2004,12,23,100.7,1.94,3.51,89.69,18.8,26.25,26.06,29.65,23.69,1.04,3.63
2004,12,24,100.73,2.24,3.9,90.75,18.92,26.05,25.97,29.58,23.62,1.2,3.02
2004,12,25,100.75,2.6,4.48,90.88,18.98,26,25.98,29.01,23.8,1.41,7.35
2004,12,26,100.7,2.45,4.37,93.25,18.92,25.43,25.44,27.76,23.9,1.32,22.8
2004,12,27,100.69,2.69,4.6,90.56,18.37,25.54,25.51,28.27,23.54,1.45,4.12
2004,12,28,100.79,2.4,4.05,89.69,18.19,25.57,25.5,28.46,23.17,1.29,1.11
2004,12,29,100.79,2.31,3.88,91.62,18.37,25.33,25.31,27.98,23.23,1.23,2.17
2004,12,30,100.81,2.23,3.93,93.19,18.49,25.08,25.08,28.02,23.37,1.19,7.21
2004,12,31,100.88,2.07,3.62,93.88,18.49,24.93,24.97,26.98,23.33,1.09,11.9
2005,1,1,100.94,2.02,3.52,94.19,18.86,25.15,25.23,27.83,23.73,1.05,12.57
2005,1,2,100.86,2.12,3.72,91.88,18.62,25.55,25.49,28.34,23.06,1.13,0.37
2005,1,3,100.8,2.26,3.96,92.62,18.98,25.61,25.64,28.02,23.86,1.19,5.62
2005,1,4,100.85,2.44,4.16,92.75,19.41,25.98,26.01,28.7,23.79,1.3,18.03
2005,1,5,100.85,2.43,4.26,94.94,19.35,25.42,25.51,27.47,24.23,1.29,23.47
2005,1,6,100.88,2.14,3.8,94.75,19.1,25.28,25.32,27.25,24.03,1.13,8
2005,1,7,100.89,1.97,3.44,90.62,18.49,25.67,25.62,28.58,23.62,1.05,4.55
2005,1,8,100.8,1.66,2.81,90.19,18.92,26.15,26.09,29.63,23.43,0.92,5.39
2005,1,9,100.8,2.07,3.7,94.44,19.17,25.45,25.48,27.67,23.93,1.09,11.22
2005,1,10,100.85,1.66,2.96,94.44,19.17,25.44,25.46,27.76,23.79,0.88,56.34
2005,1,11,100.92,1.74,3.07,91.31,18.49,25.61,25.51,28.76,23.15,0.91,14.4
2005,1,12,100.92,1.94,3.4,93.88,19.04,25.4,25.47,27.76,23.84,1,1.75
2005,1,13,100.83,2.39,4.19,93.38,19.1,25.53,25.59,28.19,23.76,1.27,20.3
2005,1,14,100.82,2.48,4.38,88.5,18.92,26.58,26.46,30.51,23.69,1.34,3.54
2005,1,15,100.88,1.98,3.41,92.06,18.92,25.7,25.72,28.55,23.57,1.05,31.19
2005,1,16,100.91,3.04,5.18,91.81,18.49,25.37,25.4,28.02,23.61,1.67,14.7
2005,1,17,101.02,2.69,4.55,88.62,17.94,25.65,25.56,29.29,22.83,1.45,1.29
2005,1,18,101.05,2.84,4.88,90.12,17.7,24.95,25.01,28.21,22.87,1.5,0.82
2005,1,19,101.09,2.53,4.45,87.62,17.4,25.27,25.22,29.31,22.58,1.35,0.01
2005,1,20,101.15,2.39,4.09,88.38,18.07,25.8,25.73,29.45,22.77,1.28,0.07
2005,1,21,101.22,2.85,4.85,86.56,17.09,25.24,25.23,28.98,22.28,1.52,0.01
2005,1,22,101.12,2.6,4.43,86.31,16.91,25.2,25.07,29.84,21.26,1.39,0
2005,1,23,101.04,2.82,4.71,87.06,17.46,25.62,25.45,30.01,21.65,1.52,0.05
2005,1,24,101,2.55,4.38,87.38,18.01,26.01,25.87,30.15,22.96,1.37,0.03
2005,1,25,100.86,2.4,4.02,87.62,17.82,25.8,25.67,29.84,22.68,1.27,0.05
2005,1,26,100.74,2.04,3.65,83.19,16.91,25.84,25.69,30.28,22.2,1.05,0.01
2005,1,27,100.65,1.77,3.17,84.5,17.52,26.16,25.95,31.18,21.55,0.91,0.03
2005,1,28,100.58,2.05,3.48,89.69,19.04,26.42,26.23,30.73,23.15,1.12,27.77
2005,1,29,100.62,2.56,4.44,89.25,18.74,26.15,26.06,29.69,23.5,1.38,5.91
2005,1,30,100.78,2.3,3.91,88.56,18.49,26.13,26.02,30.2,22.79,1.25,11.99
2005,1,31,100.91,1.51,2.77,89.25,18.43,25.96,25.83,29.38,23.1,0.78,1.16
2005,2,1,100.9,1.6,2.94,91.69,18.8,25.76,25.69,28.64,23.32,0.83,17.45
2005,2,2,100.88,1.73,3.05,93.25,18.92,25.52,25.5,28.29,23.58,0.91,12.83
2005,2,3,100.96,1.35,2.51,90.94,18.49,25.69,25.61,28.55,23.09,0.67,2.47
2005,2,4,100.94,1.48,2.55,89.12,18.55,26.08,26.01,29.44,23.51,0.77,0.21
2005,2,5,100.9,2.04,3.51,90.5,19.1,26.35,26.23,29.86,23.38,1.09,18.73
2005,2,6,100.95,2.02,3.67,91.25,19.17,26.11,26.1,29.05,23.95,1.07,13.87
2005,2,7,101.05,2.57,4.45,88.19,18.31,26.04,25.96,29.84,23.26,1.38,2.14
2005,2,8,101.01,2.48,4.32,85.88,17.88,26.23,26.12,30.71,22.81,1.31,0.02
2005,2,9,101.01,2.08,3.59,86.56,18.37,26.64,26.44,31.01,22.64,1.12,0.2
2005,2,10,100.98,2.26,3.99,89.06,18.86,26.31,26.3,29.68,23.81,1.18,0.07
2005,2,11,101,2.86,4.91,89,19.04,26.48,26.49,30.07,23.96,1.52,0.56
2005,2,12,100.99,2.36,4.13,90.25,19.04,26.28,26.21,29.84,23.8,1.27,13.86
2005,2,13,100.92,2.15,3.83,90.19,18.92,26.22,26.11,29.52,23.86,1.16,10.7
2005,2,14,100.88,1.58,2.77,88.25,18.8,26.47,26.37,29.79,23.59,0.82,0.12
2005,2,15,100.86,1.85,3.32,87.75,19.23,27.04,26.85,30.63,24.03,0.98,0.38
2005,2,16,100.79,1.64,2.88,87.38,19.29,27.22,27,30.9,23.9,0.84,7.77
2005,2,17,100.81,1.61,2.96,88.44,19.47,27.12,26.94,30.64,23.65,0.84,5.32
2005,2,18,100.82,1.7,3.11,90.38,19.71,26.8,26.72,29.85,24.51,0.89,2.13
2005,2,19,100.87,1.87,3.34,91.94,19.84,26.55,26.54,29.51,24.38,0.98,17.96
2005,2,20,100.98,2.22,3.95,88.56,18.8,26.29,26.34,29.73,23.99,1.15,0.25
2005,2,21,100.98,2.56,4.34,87.31,18.92,26.76,26.72,30.63,23.6,1.38,0.4
2005,2,22,101,2.77,4.69,87.69,18.74,26.58,26.5,30.25,23.94,1.49,2.73
2005,2,23,100.98,2.23,3.83,86.75,18.68,26.77,26.64,30.9,23.25,1.19,0.79
2005,2,24,100.86,1.59,2.84,87.75,19.47,27.3,27.1,30.92,23.76,0.83,0.04
2005,2,25,100.87,1.15,2.1,91.81,20.2,26.81,26.85,29.37,24.65,0.56,29.98
2005,2,26,100.9,1.34,2.56,90.88,20.39,27.38,27.19,30.78,24.51,0.69,25.65
2005,2,27,100.9,1.16,2.2,89.06,19.9,27.32,27.18,30.33,25.05,0.59,12.55
2005,2,28,100.88,1.44,2.64,93.81,19.9,26.18,26.19,28.09,24.63,0.74,9.81
2005,3,1,101.05,1.28,2.3,87.5,18.74,26.47,26.55,30.29,24.2,0.66,0.76
2005,3,2,101.12,1.36,2.44,87.5,19.29,27.08,26.97,30.4,23.94,0.71,0.59
2005,3,3,101.17,1.73,3.11,94.12,19.96,26.21,26.26,28.63,24.73,0.89,22.85
2005,3,4,101.28,1.66,2.95,92.56,19.53,26.1,26.23,28.84,24.43,0.9,27.04
2005,3,5,101.37,2.53,4.51,92,19.23,26,26.06,28.65,24.19,1.34,20.61
2005,3,6,101.37,2.49,4.39,85.94,18.13,26.39,26.28,30.51,22.83,1.33,0.14
2005,3,7,101.27,2.82,4.86,88.56,18.8,26.36,26.37,30.03,23.76,1.51,0.27
2005,3,8,101.22,2.74,4.78,86.06,18.37,26.6,26.53,30.5,23.79,1.48,0.03
2005,3,9,101.12,2.27,3.99,87.38,18.62,26.54,26.42,30.23,23.55,1.21,0.74
2005,3,10,101.02,2.17,3.85,90.44,19.04,26.16,26.14,29.21,23.78,1.16,14.85
2005,3,11,100.95,1.78,3.13,89.38,19.41,26.74,26.67,30.23,23.86,0.94,4.35
2005,3,12,100.91,1.28,2.02,86.75,19.17,26.76,27,30.01,24.06,0.73,1.69
2005,3,13,100.88,1.46,2.49,90.62,19.35,26.1,26.32,28.62,24.57,0.77,2.57
2005,3,14,100.87,1.65,2.87,92.62,19.17,25.63,25.8,28.21,24.04,0.87,2.27
2005,3,15,100.83,2.16,3.8,89.94,19.23,26.41,26.4,29.74,24.05,1.13,2.87
2005,3,16,100.84,1.59,2.95,90.12,19.53,26.69,26.65,30.03,24.2,0.81,3.06
2005,3,17,100.78,2.2,3.92,92.81,19.96,26.42,26.44,29.21,24.58,1.16,78.32
2005,3,18,100.72,1.93,3.55,94.88,19.9,25.92,25.99,27.96,24.65,1,31.85
2005,3,19,100.71,1.96,3.56,94.06,19.71,25.94,25.98,28.34,24.26,1.03,42.49
2005,3,20,100.77,1.52,2.83,91.88,19.23,26.01,26,28.62,23.94,0.78,8.47
2005,3,21,100.72,1.44,2.62,90.5,19.41,26.52,26.41,29.89,23.82,0.75,2.32
2005,3,22,100.68,1.52,2.76,92.19,19.78,26.54,26.41,29.51,24.15,0.79,9.38
2005,3,23,100.76,1.25,2.15,92.12,19.23,25.79,25.92,27.96,24.28,0.66,17.68
2005,3,24,100.8,1.05,1.94,88.38,18.92,26.32,26.4,29.85,23.58,0.54,1.42
2005,3,25,100.78,1.2,2.12,88.25,19.71,27.15,27.13,30.81,24.52,0.66,58.81
2005,3,26,100.81,1.69,2.78,92.81,19.59,26.07,26.14,28.5,24.15,0.91,14.94
2005,3,27,100.86,1.69,2.94,94.38,19.59,25.78,25.83,27.69,24.51,0.89,7.92
2005,3,28,100.85,0.87,1.54,89.44,18.98,26.2,26.28,28.98,24.15,0.45,7.63
2005,3,29,100.74,1.21,1.98,93.75,19.53,25.66,25.83,27.81,24.37,0.66,9.11
2005,3,30,100.68,1.63,2.82,92.12,19.65,26.32,26.31,29.44,23.9,0.87,5.68
2005,3,31,100.69,1.31,2.38,92.06,19.35,26.07,26.02,28.58,24,0.69,3.04
2005,4,1,100.66,1.44,2.32,87.69,19.17,26.89,26.77,30.4,23.5,0.77,0
2005,4,2,100.7,1.27,2.13,88,19.47,26.99,26.97,30.04,24.37,0.65,3.31
2005,4,3,100.78,1.82,3.21,92.75,20.14,26.66,26.58,29.73,23.89,0.97,46.05
2005,4,4,100.89,1.99,3.54,93.62,19.65,26.01,26.01,27.69,24.38,1.06,16.4
2005,4,5,100.95,1.45,2.39,88.75,18.68,26.08,26.14,28.93,23.48,0.78,0.5
2005,4,6,100.89,1.71,2.97,91.44,19.53,26.42,26.35,29.3,23.83,0.92,74.04
2005,4,7,100.88,1.97,3.45,88.94,18.98,26.42,26.37,29.3,24.37,1.07,14.85
2005,4,8,100.93,1.51,2.43,84.38,18.8,27.08,27.13,30.65,23.17,0.84,0.61
2005,4,9,100.97,1.38,2.36,90.12,19.1,26.22,26.26,28.7,24.24,0.72,0.66
2005,4,10,101,1.15,1.89,84.44,18.55,27.03,26.95,30.35,23.75,0.61,1.86
2005,4,11,100.98,1.26,2.15,90.56,18.98,26.08,26.08,28.84,23.86,0.63,1.78
2005,4,12,100.96,1,1.62,88.38,18.74,26.04,26.26,29.07,23.17,0.54,6.25
2005,4,13,100.99,0.93,1.68,87.44,19.35,26.72,26.99,30.15,24.71,0.48,1.38
2005,4,14,101.1,1.65,2.83,93.25,19.53,25.98,26.04,28.3,24.37,0.87,8.07
2005,4,15,101.11,0.82,1.23,85,18.68,26.85,26.99,30.36,23.7,0.46,0.77
2005,4,16,101.02,0.98,1.54,91.69,18.92,25.58,25.79,27.9,24.14,0.53,11.57
2005,4,17,100.98,1.12,2.02,87.88,18.92,26.8,26.59,30.43,23.48,0.58,1.28
2005,4,18,100.98,1.06,1.99,85.94,18.98,27.47,27.08,31.17,23.73,0.52,1.02
2005,4,19,101.04,1.18,2.09,91.06,19.65,26.62,26.58,29.69,24.58,0.62,13.54
2005,4,20,101.03,0.68,1.41,92.75,19.65,26.31,26.24,28.9,24.43,0.32,5.88
2005,4,21,100.88,0.88,1.62,90,19.17,26.44,26.33,29.28,24.05,0.45,18.59
2005,4,22,100.88,1.14,2.12,90.12,19.53,26.69,26.62,29.46,24.14,0.58,2.17
2005,4,23,100.92,1.28,2.33,90.94,19.9,26.84,26.79,29.37,24.33,0.66,2.28
2005,4,24,100.87,1.74,3.18,91,20.02,26.83,26.84,29.79,24.73,0.91,0.06
2005,4,25,100.81,1.66,2.99,88.88,19.71,27.23,27.03,30.98,23.66,0.9,28.73
2005,4,26,100.83,1.52,2.88,88.44,19.78,27.44,27.2,31.27,23.74,0.8,1.78
2005,4,27,100.82,1.18,2.02,86.38,19.65,27.69,27.51,31.29,23.98,0.62,0.77
2005,4,28,100.8,1.47,2.59,89.81,20.39,27.56,27.37,30.73,24.69,0.8,4.38
2005,4,29,100.67,1.33,2.45,90.44,20.45,27.43,27.31,30.58,24.8,0.68,1.11
2005,4,30,100.55,1.41,2.62,89.19,20.57,27.78,27.63,31.15,24.62,0.73,1.29
2005,5,1,100.61,1.49,2.66,95.31,21,26.69,26.78,28.45,25.43,0.76,2.77
2005,5,2,100.63,1.19,2.15,90.12,20.51,27.44,27.43,30.55,25.15,0.62,0.86
2005,5,3,100.6,1.66,2.85,88.69,20.57,27.93,27.77,31.39,25.09,0.88,2.53
2005,5,4,100.63,1.16,2.03,91.38,20.45,27.01,27.09,29.81,24.74,0.64,2.65
2005,5,5,100.55,1.1,2.07,89.12,20.08,27.5,27.27,30.78,24.44,0.59,11.93
2005,5,6,100.63,1,1.6,89.12,19.9,26.88,27.05,29.44,25.05,0.59,13.63
2005,5,7,100.66,1.25,2.34,90.12,20.26,27.45,27.19,30.8,24,0.66,3.78
2005,5,8,100.78,1.09,1.96,90.75,20.08,26.94,26.94,29.6,24.81,0.57,7.83
2005,5,9,100.76,1.27,2.28,89.69,19.65,26.78,26.78,29.73,24.14,0.66,4.76
2005,5,10,100.82,1.13,1.88,87.94,19.29,26.8,26.87,29.83,24.18,0.6,0.88
2005,5,11,100.86,1.35,2.28,90.12,19.17,26.32,26.31,28.72,24.12,0.72,1.14
2005,5,12,100.85,1.21,2.27,89.75,19.23,26.61,26.44,29.62,23.72,0.6,0.45
2005,5,13,100.77,1.59,2.87,92.12,19.71,26.44,26.37,29.43,23.77,0.84,23.17
2005,5,14,100.75,1.59,2.96,93.94,20.51,26.69,26.63,29.48,24.19,0.82,30.51
2005,5,15,100.91,1.77,3.19,93.12,19.96,26.33,26.38,28.8,24.67,0.91,12.89
2005,5,16,100.95,1.66,2.89,93.38,19.65,26.02,26.07,28.53,23.79,0.85,5.18
2005,5,17,100.92,1.96,3.45,91.19,19.78,26.71,26.64,30.17,23.92,1.04,3.19
2005,5,18,100.9,1.55,2.84,87.25,19.04,27.04,26.81,30.8,23.61,0.81,0.14
2005,5,19,100.86,2.04,3.53,87.88,18.62,26.44,26.27,30.51,22.69,1.08,0
2005,5,20,100.81,2.01,3.44,88.12,18.43,26.26,26.09,30.36,22.44,1.05,0
2005,5,21,100.77,1.65,2.95,88.06,18.55,26.38,26.2,30.37,22.45,0.84,2.52
2005,5,22,100.79,1.8,3.16,89.5,19.35,26.76,26.59,30.84,23.01,0.95,1.08
2005,5,23,100.79,1.56,2.84,91.88,20.08,26.73,26.71,29.67,24.15,0.78,0.57
2005,5,24,100.84,1.48,2.55,92,20.08,26.48,26.65,28.88,24.69,0.78,34.54
2005,5,25,100.9,1.12,1.89,93.31,19.84,26.06,26.23,28.14,24.88,0.62,46.87
2005,5,26,100.88,1.31,2.44,89.62,19.29,26.72,26.52,29.98,23.52,0.69,6.57
2005,5,27,100.79,1.42,2.64,88.38,19.1,26.87,26.6,30.73,22.93,0.73,16.18
2005,5,28,100.76,1.58,2.87,88.25,18.86,26.61,26.4,30.58,23.01,0.83,0.43
2005,5,29,100.8,1.72,3.05,87.62,18.74,26.62,26.41,30.51,22.95,0.91,0.03
2005,5,30,100.75,1.76,3.09,87.88,18.62,26.45,26.3,30.65,22.53,0.92,0.1
2005,5,31,100.77,1.56,2.88,89.19,18.98,26.55,26.33,30.36,22.64,0.81,32.53
2005,6,1,100.71,1.71,2.95,88.88,18.8,26.33,26.22,30.34,22.84,0.92,4.63
2005,6,2,100.72,1.77,3.05,88.56,18.86,26.52,26.37,30.67,22.7,0.92,0.19
2005,6,3,100.71,1.52,2.76,87.44,18.68,26.66,26.44,30.84,22.4,0.77,0.17
2005,6,4,100.66,1.61,2.87,88.19,19.04,26.76,26.62,30.77,23.01,0.84,0.01
2005,6,5,100.67,1.5,2.71,88.31,19.23,26.94,26.72,30.46,23.43,0.77,0.79
2005,6,6,100.72,1.28,2.38,88.5,19.41,27.08,26.86,30.67,23.71,0.62,1.37
2005,6,7,100.68,1.77,3.21,90.31,19.53,26.63,26.58,29.83,24.1,0.92,2.02
2005,6,8,100.64,1.68,3.02,90,19.65,26.83,26.75,30.23,24.06,0.87,0.75
2005,6,9,100.67,2.07,3.63,88.12,19.35,26.95,26.87,30.87,24.08,1.08,0.01
2005,6,10,100.64,1.85,3.43,90.19,19.29,26.36,26.35,29.21,23.47,0.95,0.2
2005,6,11,100.67,1.25,2.19,91.31,20.08,26.69,26.79,29.23,24.21,0.63,13.49
2005,6,12,100.78,1.65,2.91,94.62,19.84,25.85,25.95,27.96,24.03,0.87,14.55
2005,6,13,100.79,1.01,1.59,84.94,18.25,26.33,26.53,30.37,22.81,0.55,1.19
2005,6,14,100.68,1.1,1.83,87.81,19.23,26.62,26.73,29.76,23.51,0.59,50.52
2005,6,15,100.66,1.35,2.13,90.88,19.23,26.04,26.15,28.38,24.38,0.73,14.79
2005,6,16,100.67,1.2,1.96,89.56,18.92,26.22,26.16,29.33,23.56,0.63,19.29
2005,6,17,100.67,0.89,1.42,87.44,19.23,26.51,26.8,29.29,24.25,0.49,10.22
2005,6,18,100.65,0.99,1.7,89.88,19.96,27,26.99,30.18,24.23,0.51,3.29
2005,6,19,100.66,0.93,1.54,90.19,20.08,26.8,26.98,29.3,25.19,0.5,1.94
2005,6,20,100.72,0.73,1.1,88.81,19.35,26.25,26.65,29.21,24.1,0.39,35.15
2005,6,21,100.85,1.4,2.39,94.88,19.17,25.2,25.34,27.15,23.63,0.75,10.77
2005,6,22,101.06,0.9,1.52,81.81,15.87,24.62,24.91,28.01,22.08,0.5,0.19
2005,6,23,101,0.92,1.62,84.12,17.33,25.65,25.76,29.6,22.16,0.49,0.35
2005,6,24,100.97,1.12,1.79,89.88,18.8,25.91,26.01,28.97,23.05,0.6,2.2
2005,6,25,100.97,1.31,2.22,91.25,19.35,26.07,26.23,28.84,24.3,0.7,2.13
2005,6,26,100.97,1.56,2.78,92.69,19.04,25.67,25.71,28.39,23.23,0.79,2.48
2005,6,27,100.92,1.5,2.72,93.06,19.1,25.58,25.66,28.51,23.38,0.74,0.84
2005,6,28,100.89,1.77,3.09,89.94,18.8,26.04,26.01,29.56,23.05,0.91,0.06
2005,6,29,100.9,1.66,2.97,88.81,18.43,25.99,25.92,29.73,22.63,0.84,0.12
2005,6,30,100.95,1.7,3.02,87.69,18.37,26.29,26.13,30.18,23.02,0.88,0.04
2005,7,1,100.98,1.86,3.27,87.81,18.19,26.08,25.95,30.28,22.44,0.97,0
2005,7,2,100.98,1.86,3.21,87.69,17.94,25.86,25.75,30.36,21.81,0.96,0
2005,7,3,100.95,1.97,3.47,87.38,17.7,25.67,25.52,29.85,22.32,1.02,0.35
2005,7,4,100.92,1.92,3.12,84.88,16.05,24.37,24.45,29.26,19.94,1,0.01
2005,7,5,100.88,1.7,3.04,86.75,17.09,25.33,25.15,29.95,20.65,0.84,0.01
2005,7,6,100.91,1.53,2.55,88.19,17.94,25.7,25.62,29.73,21.51,0.79,0.27
2005,7,7,100.93,1.71,2.98,90.69,18.31,25.5,25.45,28.58,22.88,0.88,0.35
2005,7,8,100.91,1.23,2.04,88.25,18.13,25.67,25.76,28.87,22.57,0.62,0.01
2005,7,9,100.85,0.95,1.54,87.38,18.62,26.19,26.34,29.51,23.48,0.52,0.1
2005,7,10,100.91,1.18,2.22,89.31,19.17,26.51,26.48,29.85,23.7,0.57,0.4
2005,7,11,100.98,1.45,2.45,89.56,18.86,26.06,26.12,28.86,24,0.74,3.28
2005,7,12,100.92,1.25,2.27,88.75,18.68,26.43,26.2,29.87,22.95,0.62,2.14
2005,7,13,100.88,1.27,2.3,88.56,19.17,26.87,26.65,30.42,23.33,0.64,1
2005,7,14,100.9,1.37,2.54,89.06,19.23,26.74,26.59,29.93,24.05,0.7,0.47
2005,7,15,100.95,1.12,1.9,91.75,19.1,25.94,25.91,28.83,23.48,0.59,21.99
2005,7,16,100.9,0.97,1.59,87.94,18.25,26.03,25.92,29.23,23.04,0.53,5.45
2005,7,17,100.81,1.41,2.53,86.69,18.31,26.42,26.27,29.77,23.06,0.75,0.87
2005,7,18,100.84,1.69,3.09,89.25,18.74,26.33,26.1,29.69,23.18,0.89,8.38
2005,7,19,100.97,1.91,3.41,87.81,18.01,25.94,25.79,30.02,22.63,1.01,4.81
2005,7,20,100.99,1.83,3.29,89,17.64,25.22,25.21,28.58,22.65,0.94,0.67
2005,7,21,100.94,1.59,2.84,88.38,17.94,25.72,25.62,29.57,22.04,0.8,22.39
2005,7,22,100.88,1.66,2.95,87.5,18.07,26.02,25.87,29.98,22.24,0.85,0.82
2005,7,23,100.84,1.94,3.43,87.12,18.37,26.45,26.26,30.34,23.01,1.02,0.01
2005,7,24,100.82,1.91,3.41,86.38,17.82,26.12,25.86,30.24,22.19,1,0
2005,7,25,100.9,1.88,3.34,87.56,18.13,26.08,25.89,30.05,22.48,0.99,1.12
2005,7,26,100.98,1.62,2.67,91.19,18.07,25.08,25.08,27.66,23.24,0.88,9.7
2005,7,27,100.93,1.58,2.83,92.19,18.37,25.2,25.2,28.8,22.48,0.81,0.75
2005,7,28,100.85,1.83,3.2,88.88,18.68,26.28,26.14,30.4,22.71,0.93,0.15
2005,7,29,100.77,1.45,2.68,87.38,19.29,27.28,26.98,31.24,23.6,0.74,0.45
2005,7,30,100.74,1.97,3.45,90.94,19.53,26.58,26.45,30.01,23.82,1.05,49.04
2005,7,31,100.77,1.6,2.8,90.81,19.23,26.22,26.19,29.29,23.84,0.86,18.21
2005,8,1,100.83,0.77,1.42,85.56,18.74,27.17,26.88,30.67,23.73,0.38,0.96
2005,8,2,100.94,1.14,1.97,87.44,18.92,26.85,26.68,30.3,23.51,0.6,3.67
2005,8,3,101.03,1.73,3.23,94.31,18.92,25.29,25.32,27.6,23.67,0.88,6.66
2005,8,4,100.99,1.52,2.49,90.06,18.49,25.54,25.7,28.7,23.02,0.83,0.95
2005,8,5,100.9,1.25,2.25,92.38,19.17,25.65,25.84,28.44,24.12,0.69,4.48
2005,8,6,100.92,1.62,2.94,88.06,18.37,26.19,26.02,29.69,23.18,0.85,0.88
2005,8,7,100.93,2.06,3.66,85.94,17.76,26.09,25.92,29.85,22.79,1.11,0.01
2005,8,8,100.99,2.16,3.77,86.75,17.46,25.57,25.46,29.19,22.51,1.15,0.2
2005,8,9,101.01,1.97,3.38,84.38,16.78,25.45,25.33,29.59,22.09,1.02,0.11
2005,8,10,100.91,1.81,3.12,85.12,17.09,25.62,25.48,29.68,21.53,0.94,0.01
2005,8,11,100.87,1.91,3.3,88,18.01,25.78,25.7,29.36,22.41,1,2.53
2005,8,12,100.94,1.9,3.41,92.5,18.37,25.07,25.11,27.72,23.2,0.98,5.99
2005,8,13,101.01,1.95,3.45,89.69,17.94,25.38,25.35,29.3,23,0.99,1.27
2005,8,14,100.99,1.78,3.17,88,18.07,25.99,25.8,30.13,22.36,0.91,0.12
2005,8,15,100.86,1.86,3.3,85.88,17.88,26.33,26.1,30.8,21.99,0.96,0
2005,8,16,100.77,1.39,2.47,86.5,18.62,26.89,26.61,30.97,22.59,0.7,8.66
2005,8,17,100.86,1.88,3.38,90.19,18.98,26.23,26.13,29.48,23.37,0.99,3.65
2005,8,18,101.02,1.6,2.97,92.25,19.04,25.84,25.83,28.64,23.89,0.81,4.7
2005,8,19,101.02,1.37,2.48,91.06,18.74,25.79,25.76,28.83,23.57,0.7,4
2005,8,20,100.91,1.31,2.45,85.69,18.31,26.86,26.55,30.6,22.98,0.66,0.87
2005,8,21,100.96,1.62,2.77,90.94,18.31,25.49,25.4,28.45,23.23,0.86,1.77
2005,8,22,100.99,1.52,2.74,88.19,18.31,26.2,25.97,30.03,22.4,0.8,9.49
2005,8,23,100.95,1.48,2.73,88,18.55,26.43,26.23,29.98,23.05,0.75,2.04
2005,8,24,100.84,1.45,2.71,87.75,18.62,26.64,26.35,30.32,23.2,0.75,5.47
2005,8,25,100.89,1.31,2.27,90.62,18.62,25.73,25.69,28.05,23.8,0.72,11.65
2005,8,26,100.86,1.63,2.96,88.5,18.74,26.48,26.28,29.94,23.48,0.88,18.45
2005,8,27,100.89,1.7,2.88,86.38,18.19,26.26,26.2,29.72,23.17,0.95,4.2
2005,8,28,100.9,2.01,3.53,86.19,17.76,26.08,25.83,29.5,22.81,1.07,0.01
2005,8,29,100.87,1.81,3.27,87.94,17.94,25.77,25.69,29.4,22.46,0.91,0
2005,8,30,100.69,1.77,3.13,86.75,18.25,26.48,26.23,30.49,22.7,0.92,0.03
2005,8,31,100.51,2.3,3.93,87.12,18.68,26.75,26.51,31.31,22.79,1.23,2.88
2005,9,1,100.57,2.43,4.2,85.81,18.43,26.7,26.57,31.22,23.01,1.29,0.03
2005,9,2,100.7,2.03,3.56,86.06,18.62,26.92,26.71,31.33,23.27,1.08,0.24
2005,9,3,100.69,1.6,2.91,88.94,18.74,26.22,26.13,29.36,23.61,0.82,0.13
2005,9,4,100.62,1.82,3.27,85.88,18.86,27.29,26.96,31.73,23.02,0.96,0.09
2005,9,5,100.62,2.09,3.68,85.88,18.55,26.95,26.67,31.23,23.19,1.11,0
2005,9,6,100.76,2,3.53,84.81,17.7,26.43,26.15,31.32,21.94,1.04,0.39
2005,9,7,100.82,1.98,3.5,87.19,18.43,26.53,26.27,31.03,21.8,1.05,1.84
2005,9,8,100.94,1.47,2.54,87.44,18.62,26.38,26.33,29.3,23.88,0.8,4.47
2005,9,9,100.99,1.72,3.02,85.75,18.25,26.51,26.42,30.3,23.69,0.92,0.72
2005,9,10,100.87,1.62,2.8,84.19,18.49,27.19,26.98,31.04,23.14,0.86,0.05
2005,9,11,100.72,1.91,3.39,87.19,18.92,26.87,26.7,30.9,23.46,1.02,1.93
2005,9,12,100.79,1.83,3.12,89.94,19.1,26.42,26.3,29.54,23.88,0.99,61.98
2005,9,13,100.93,1.8,3.19,89.69,18.74,26.2,26.05,29.71,23.49,0.96,15.45
2005,9,14,100.99,1.62,2.99,87.38,18.74,26.69,26.51,30.38,23.46,0.87,1.15
2005,9,15,100.91,1.79,3.21,86.62,18.92,27.26,26.89,31.41,23.4,0.96,12.32
2005,9,16,100.98,1.27,2.14,87.31,18.37,26.75,26.29,30.95,23.28,0.69,10.29
2005,9,17,101.04,1.32,2.45,80.94,17.09,26.9,26.46,31.66,22.11,0.72,0.81
2005,9,18,101.09,1.53,2.69,87.81,18.25,26,25.99,29.09,24.03,0.79,0.57
2005,9,19,101.19,1.54,2.56,89.06,18.37,25.73,25.85,28.68,23.5,0.83,11.54
